nm_item,nm_product
COMPLEXO B C/100 DRAGEAS EMS,OUTRO FARMA
EUTHYROX 100MG C/50 COMPRIMIDOS MERCK,OUTRO FARMA
CALICIDA SOLUCAO 10ML ADV,OUTRO FARMA
DIMINUT C/21 COMPRIMIDOS LIBBS,OUTRO FARMA
ANDANTOL GEL 40G ACHE,OUTRO FARMA
LIPITOR 10MG C30 COMPRIMIDOS PFIZER,OUTRO FARMA
AEROLIN 100MCG SPRAY C/ 200 DOSES GSK,OUTRO FARMA
GELOL SPRAY C/60ML HYPERMARCAS,OUTRO FARMA
VICK VAPORUB C/12GR PROCTER,OUTRO FARMA
TOBRADEX 3 1MG SUSP OFT GTS 5ML ALCON,OUTRO FARMA
MALVONA SOLUCAO C/200ML DAUDT,OUTRO FARMA
MAXIDEX 0.1  SOL OFT GTS 5ML ALCON,OUTRO FARMA
RIFOCINA SPRAY C/20ML SANOFI,OUTRO FARMA
CEFALIV C/12 COMPRIMIDOS ACHE,OUTRO FARMA
APRESOLINA 50MG C/20 DRAGEAS SANDOZ,OUTRO FARMA
VIBRAL 30MG GOTAS C/10 ML ABBOTT,OUTRO FARMA
GELEIA FRAMBOESA DANA PREMIUN 454G,GELEIA
FENTIZOL CREME TOPICO C/20G ACHE,OUTRO FARMA
CAM MASC MC G33,CAMISETA
MAC OVOS ESPAGUETE N8 BARILLA 500G,MACARRAO
MAC OVOS PARAF BARILLA  500G,MACARRAO
ARROZ PARBOLIZADO FANTASTICO 1KG,ARROZ
AGUA TON LIGHT ANTARCTICA LT 350ML,AGUA TONICA
REFR GUARANA ANTARCTICA LT 350ML,REFRIGERANTE
REFR SUKITA LARANJA 350ML,REFRIGERANTE
REFR COCA COLA 3L,REFRIGERANTE
REFR GUARANA COOP 2L,REFRIGERANTE
REFR FANTA LARANJA 2L,REFRIGERANTE
REFR GUARANA KUAT LT 350ML,REFRIGERANTE
REFR GUARANA KUAT 600M,REFRIGERANTE
REFR PEPSI TWIST 2L,REFRIGERANTE
REFR ITUBAINA MACA 2L,REFRIGERANTE
REFR GUARANA ANTARCTICA CACULINHA 237ML,REFRIGERANTE
CERV BAVARIA PILSEN LT 350ML,CERVEJA
CERV BRAHMA CHOPP LT 350ML,CERVEJA
CERV BOHEMIA PILSEN LT 350ML,CERVEJA
CERV CRYSTAL PILSEN LT 350ML,CERVEJA
BEB MOR VIG TURMA VIGOR 200ML,SUCO PRONTO
SUCO CONCENTRADO MANGA MAGUARY 500ML,SUCO PRONTO
SUCO UVA DEL VALLE MAIS 1L,SUCO PRONTO
SUCO CAJU DEL VALLE SEM ACUCAR 1L,SUCO PRONTO
COMP ALIM CHOC SUSTAGEN KIDS 380G,COMPLEMENTO ALIMENTAR
FAR MAND GROSSA C BELO 1KG,FARINHA DE MANDIOCA
FAR MAND CRUA M CUCA 500G,FARINHA DE MANDIOCA
FAR MILHO AMAR ALAMBARI 1KG,FARINHA DE MILHO
MUCILON MILHO LT 400G,CEREAL INFANTIL OU FARINHA LACTEA
FERM PO OETKER 100G,FERMENTO
FUBA MIMOSO M CUCA 500G,FUBA
FUBA COOP 500G,FUBA
VODKA SMIRNOFF ICE RED 275ML,BEBIDA MISTA
CAFE VAC MORRO GRANDE 500G,CAFE
CAFE ALM EX FORTE COOP 500G,CAFE
MARG MANT VIGOR MIX C S 250G,MARGARINA
FLOCOS MILHO C BELO 500G,FARINHA DE MILHO
TEUTOVIT E 400VI C/30 CAPSULAS TEUTO,OUTRO FARMA
PERIDAL 10MG C/60 COMPRIMIDOS FARMASA,OUTRO FARMA
G MELOXICAM 15MG C/10 COMP MEDLEY,OUTRO FARMA
SACO LIXO COOP 15L C20,SACO DE LIXO
SACO LIXO COOP 30L C10,SACO DE LIXO
ANNITA SUSPENSAO C/45ML FARMOQUIMICA,OUTRO FARMA
ABS COB SUAVE AD ESP SEMPR LIV CA L16P14,ABSORVENTE
CHA VDE LAR E GENG BX CAL FEEL GOOD 1L,CHA PRONTO
BEB NUTRI LARANJA ADES 200ML,BEBIDA DE SOJA
FILME PVC 28X15 PRATSY PACK,PLASTICO FILME
MASSA PREP RAP 10 PULLMAN 330G,PADARIA E CONFEITARIA INDUSTRIALIZADO
DOCE LEITE COCO COOP 400G,OUTRO DOCE
ARROZ CULINARIA ITALIANA CAMIL 1K,ARROZ
AMEND COB PRALINE YOKI 150G,AMENDOIM
CALDO PICANHA KNORR 57G,CALDO INDUSTRIALIZADO
LEITE LV DESNATADO LIDER 1L,LEITE
TRIGO KIBE COOP 500G,TRIGO PARA KIBE
MIST BOLO COCO D BENTA 450G,PREPARO PARA BOLO
MIST BOLO MILHO VD D BENTA 450G,PREPARO PARA BOLO
SAND IPAN CLASSICA INF 05766,CHINELO
ALIM GATOS WHISKAS CARNE 1KG,ALIMENTO PET
PAO MEL PANCO 500G,OUTRO DOCE
ALHO ROXO BOCA RICA 500G,ALHO
G ESPIRONOLACTONA 25 MG C/30 COMP EURO,OUTRO FARMA
PICOLE MAGNUM CLASSICO KIBON 100ML,PICOLE
COCADA LEITE PORTAO CAMBUI 165G,OUTRO DOCE
GELATINA DIET CEREJA OETKER 12G,GELATINA
G CL METFORMINA 850MG C 30 COMP TEUTO,OUTRO FARMA
DESOD AERO NIVEA SENSITIVE FOR MEN 150ML,DESODORANTE
MOLHO SHOYU LIGHT SAKURA 500ML,MOLHO SHOYU
DESOD ROLL DOVE INVISIBLE DRY 50ML,DESODORANTE
FONDUE QJO POLENGHI QUEIJARIA 400GA A ,PREPARO DE ALIMENTO
CHA MATTE LEAO CANELA  40G,CHA POR INFUSAO
MIST CAPPUC CLAS 3CORACOES PT 200G,CAFE
CAFE SOL MELITTA SC 50G,CAFE
MAC SEMOLADO PARAF GALO 500G,MACARRAO
MAC SEMOLADO A MARIA GALO 500G,MACARRAO
MAC INST GAL CAIP NISSIN LAMEN 85G,MACARRAO
MAC G DURO SPAGUET PETYBON 500G,MACARRAO
MAC OVOS AVE MARIA PETYBON 500G,MACARRAO
MAC OVOS FURADINHO PETYBON 500G,MACARRAO
MAC G DURO TRI FUSILLI RENATA 500G,MACARRAO
BOMBOM FERRERO ROCHER 33G C3 T3,BOMBOM
NECTAR LARANJA MAGUARY TP 1L,SUCO PRONTO
BEB MISTA CITRICAS TAMPICO 450ML,BEBIDA MISTA
AGUARD YPIOCA OURO TRAD S PALHA 965ML,CACHACA
AGUARD PITU 965ML,CACHACA
AGUARD CANINHA 21 LUXO 965ML,CACHACA
MASSA PASTEL CUMB MASSA LEVE 200G,MASSA FRESCA
MASSA PIZZA FRIG MASSA LEVE 250G,MASSA DE PIZZA
VINHO BC GOES SC 900ML,VINHO NACIONAL
VINHO COUNTRY WINE BC SV 750ML,VINHO NACIONAL
VINHO GOES TT SC TRAD 750ML,VINHO NACIONAL
VINHO BC GOES LICOR 900ML,VINHO NACIONAL
PIZZA BROTINHO C 8UN MASSA LEVE 300G,MASSA DE PIZZA
PIZZA CONG 4QJOS SADIA 460G,PIZZA CONGELADA
BOLO LAR PULLMAN 250G,PADARIA E CONFEITARIA INDUSTRIALIZADO
PAO ESTAR LEVE WICKBOLD 300G,PADARIA E CONFEITARIA INDUSTRIALIZADO
PANETTONE TOMMY  400G,PANIFICACAO NATAL
ARROZ PARBOILIZADO T1 TIO JOAO 5KG,ARROZ
ENX BUCAL LISTERINE C MINT 250ML,ENXAGUANTE BUCAL
BATATA CAC PRATIGEL 720G,VEGETAL CONGELADO
BISC SALG SUICO BON GOUTER 100G,BISCOITO
TEMP  BAIANO COOP 50G,TEMPERO PRONTO
SABAO BARRA UFE COCO 1KG,SABAO EM PEDRA
TEMP S PIM SABOR AMI 1KG,TEMPERO PRONTO
SABAO BARRA YPE GLIC 1KG,SABAO EM PEDRA
SABAO BARRA YPE GLIC MULTIATIVO PERF 1KG,SABAO EM PEDRA
SABAO PASTA URCA 200G,SABAO EM PASTA
SABAO BARRA URCA COCO 200G,SABAO EM PEDRA
MAIONESE HELLMANNS 250G,MAIONESE
MAIONESE LIGHT HELLMANNS 500G,MAIONESE
LOURO PO KITANO 12G,LOURO
ACHOC PO TODDY PT 400G,ACHOCOLATADO
MAC INST BACON NISSIN LAMEN 85G,MACARRAO
MAC INST GAL NISSIN LAMEN 85G,MACARRAO
MARROM GLACE OLE 600G,OUTRO DOCE
GELEIA MOCOTO MOCOFORTE 180G,GELEIA DE MOCOTO
COQ DUELO MORG 500ML,BEBIDA MISTA
MAC G DURO FUSILI COLOR PETYBON 500G,MACARRAO
G NITRENDIPINO 10MG C/30 COMP BIOSINT,OUTRO FARMA
IOG NAT INT C MEL VIG 170G,IOGURTE
BISC AGUA SAL ADRIA 200G,BISCOITO
G CICLOPIROX OLAMINA 10MG 15ML MEDLEY,OUTRO FARMA
NEUT DEEP CLEAN SAB BARRA  80G,SABONETE
OVO VERM GDE COOP C12,OVO
LACRIFILM 5MG/ML SOL OFT C/ 15ML GENON,OUTRO FARMA
VIAGRA 50MG C/2 COMPRIMIDOS PFIZER,OUTRO FARMA
BISC MARIA LE PETIT 400G,BISCOITO
BISC MAIZENA LE PETIT 400G,BISCOITO
NHOQUE MEZZANI 500G,MACARRAO
PRESERVATIVO OLLA LARGE C3,PRESERVATIVO
FRALDA POM POM PROTEK 12H JUMBO M C30,FRALDA
PACOCA TB YOKI 352G,PACOCA
MEL FLORANECTAR SACHE BANDEJA 160G,MEL
FERM BIOLOG INST FERMIX 10G,FERMENTO
SHA JOHNSONS BABY CAB CLAROS 400ML,SHAMPOO INFANTIL
NASONEX 0.5  SPRAY C/60 ATOMIZACOES ORGA,OUTRO FARMA
CANELA CHINA KITANO 8G,CANELA
CERA LIQ VERM INGLEZA MAXX 750ML,PRODUTO DE LIMPEZA DE PISO
CRAVO INDIA M CUCA 25G,CRAVO DA INDIA
AMAC INF VIDA MACIA GLIC AMEND 1L,AMACIANTE
AMAC MON BIJOU P FACIL HARMON 2L,AMACIANTE
PRE LAVAGEM VANISH 450ML,LAVA ROUPAS
OLEO MOV PEROBA 200ML,LUSTRA MOVEIS
OLEO CANOLA LIZA 900ML,OLEO VEGETAL
LIMPA METAIS ALUM REAX TRAD 500ML,OUTRO PRODUTO DE LIMPEZA DOMESTICA
LIMP L PESADA VEJA CLORO 500ML,MULTIUSO
LIMP COZ DESENG VEJA LIMAO RF 500ML,DESENGORDURANTE
LIMP BANH VEJA X14 T LIMO RF 500ML,MULTIUSO
LIMP CASA E PERF SENSUALIDAD 500ML,MULTIUSO
DESENTUPIDOR PIA RALO DIABO VERDE 300G,OUTRO PRODUTO DE LIMPEZA DOMESTICA
REPELENTE LOCAO OFF HIDRATANTE 200ML,REPELENTE CORPORAL
ACUCAR MASCAVO MORENO NATUCENTER 500G,ACUCAR
ACUCAR ORG CLARO NATIVE 1KG,ACUCAR
GOIABADA CASCAO PREDILECTA 350G,GOIABADA
CORDA VARAL COOP 5 10M,CORDA DE VARAL
CORDA VARAL COOP 8 10M,CORDA DE VARAL
PILHA ALC PEQ AA C2 PANASONIC,PILHA
FILEZINHO FGO CONG SADIA 1KG,CARNE DE AVE
FEIJAO CARIOCA VENCEDOR T1 1KG,FEIJAO
TEKITOS SEARA 300G,EMPANADO CONGELADO
DESINF PERF PINHO BRIL LIMAO 500ML,DESINFETANTE
DESINF PERF KALIPTO EUCAL 750ML,DESINFETANTE
DESINF PERF KALIPTO HERBAL 2L,DESINFETANTE
BALA MINT STICK MENTOS C3 112.5G,BALA
PASTILHA LARANJA TIC TAC 16G,BALA
PIPOCA DOCE MAGITLEC 200G,PIPOCA PRONTA
CHESTER TEMP PERDIGAO,CARNE DE AVE SAZONAL
AVE TEMP FIESTA SEARA,CARNE DE AVE SAZONAL
SALSICHA H DOG SEARA 500G,SALSICHA
CHIC TRIDENT MENTA 8G,GOMA DE MASCAR
MALVATRIKIDS F GEL DENTAL INF 70G,ENXAGUANTE BUCAL
KETCHUP QUERO PICANTE 400G,KETCHUP
TORRADA LIGHT MAGIC TOAST MARILAN 144G,TORRADA
SALONPAS SALONSIP EMP C/3 HISAMITSU,OUTRO FARMA
HIPOGLOS POMADA C/135GR JOHNSON,OUTRO FARMA
MAGNESIA BISURADA C.10 PASTILHAS  WYETH,OUTRO FARMA
CAFE ALM MOKA 500G,CAFE
ACHOC PO LIGHT TODDY PT 380G,ACHOCOLATADO
FOSFORO TRADICIONAL PARANA C10,FOSFORO
G DIPIRONA SODICA 500MG C/10COMP LEGRAND,OUTRO FARMA
G CL CICLOBENZAPRINA 5MG C/15 COMP EURO,OUTRO FARMA
G CL PAROXETINA 20MG C/30 COMP PSICO EUR,OUTRO FARMA
MARG SUPREME DELICIA CS 500G,MARGARINA
AZEITONA VDE C C RIVOLI 200G,AZEITONA
PATANOL S 2MG SOL OFT GTS 2.5ML ALCON,OUTRO FARMA
VIGADEXA 0.5 0.1  SOL OFT GTS 5ML ALCON,OUTRO FARMA
CEBRALAT 50MG C/60 COMPRIMIDOS LIBBS,OUTRO FARMA
PIZZA FRIG MEZZANI 270G,PIZZA CONGELADA
MASSA PREP RAP 10 LIGHT PULLMAN 330G,MASSA FRESCA
BISC AGUA PANCO 200G,BISCOITO
BOLO PANFI BAUNILHA PANCO 70G,PADARIA E CONFEITARIA INDUSTRIALIZADO
G PARACETAMOL CL PSEUDOEFE C/24CP EMS,OUTRO FARMA
PAO FORMA KIM 500G,PADARIA E CONFEITARIA INDUSTRIALIZADO
LEITE COCO DO VALE BX TEOR GORD 200ML,LEITE DE COCO
VODKA LEONOFF 900ML,VODCA
SHA JOHNSONS BABY HIDRAT INTENSA 200ML,SHAMPOO
COND JOHNSONS BABY HIDRAT INTENSA 200ML,CONDICIONADOR
SAB GLIC BEBE LAVANDA GRANADO 90G,SABONETE INFANTIL
EXT TOMATE OLE 190G,EXTRATO DE TOMATE
FILE DE PESCADA COSTA SUL 500G,PEIXE
SELETA LEGUMES OLE LT 170G,VEGETAL EM CONSERVA
CR CEBOLA KNORR 60G,PREPARO PARA SOPA
AZEITONA VDE RIVOLI SC 200G,AZEITONA
DET LIQ LIMPOL CRISTAL 500ML,DETERGENTE
ALHO ROXO DU VALE 200G,ALHO
DET GEL LIMPOL YLANG 511G,DETERGENTE
DET LIQ YPE CLEAR 500ML,DETERGENTE
PAPRICA DOCE KITANO  50G,OUTRO CONDIMENTO
PICKLES CEPERA 200G,VEGETAL EM CONSERVA
PIM COMINHO KITANO 70G,TEMPERO PRONTO
LA ACO ASSOLAN C8,PALHA DE ACO
SAL LIGHT CISNE 500G,SAL
TEMP FONDOR MAGGI 120G,TEMPERO PRONTO
TEMP GRILL MAGGI 120G,TEMPERO PRONTO
VINAG MACA TOSCANO 750ML,VINAGRE
MANJERICAO MARPA 10G,MANJERICAO
COLORIFICO  MARPA 200G,COLORIFICO
ALVEJ S CLORO LIQ VANISH M USO 1.5L,ALVEJANTE
ARROZ T1 CAMIL 5KG,ARROZ
RODO PLAST NOVICA VAI E VEM BETTANIN M,RODO
SACO LIXO PRETO KISACO RES C20 15L,SACO DE LIXO
SACO LIXO PRETO KISACO C10 30L,SACO DE LIXO
FLANELA PRISCO 28X50 N13,PANO PARA LIMPEZA
SINVASTACOR 20 MG COMP C/30CP SANDOZ,OUTRO FARMA
G NISTATINA   OXIDO DE ZINC POM 60G EMS,OUTRO FARMA
BENICAR HCT 40MG 12.5MG C/30 COMP.SANKYO,OUTRO FARMA
BIONATUS BALA GENGIBRE 40G C/10 UNIDADES,OUTRO FARMA
SHA PALMOLIVE NATURALS CERAM FORC 350ML,SHAMPOO
TEMP COMP S PIM KITANO 300G,TEMPERO PRONTO
MIST BOLO LARANJA OETKER 450G,PREPARO PARA BOLO
REFRESCO PO FIT LARANJA 8G,PREPARO PARA SUCO
LENCO PAPEL KIDS SOFTYS C50,LENCO DE PAPEL
LEITE CONDENSADO SOJA SOYMILKE LT 330G,LEITE CONDENSADO
LASANHA FORNO PETYBON 200G,SUSPIRO
LOCAO HID ONLY YOU PAIXAO 200ML,CREME CORPORAL
VIGAMOX 5MG SUSP OFT GTS 5ML ALCON,OUTRO FARMA
NECTAR CAMP MARACUJA 1L,SUCO PRONTO
QJO CHEDDAR FAT POLENGHI IMPORT,QUEIJO
MIST CAPPUC CLASSIC IGUACU 200G,CAFE
LUSTRA MOV PEROBA ROSA  500ML,LUSTRA MOVEIS
MOLHO PIM QUERO VD 150ML,MOLHO DE PIMENTA
QJO MINAS FRES DANUBIO 500G,QUEIJO
BALA GEL URSINHO BRILHO 110G,BALA
CHA CAMOMILA LEAO 15G,CHA POR INFUSAO
MANT AVIACAO LT 200G,MANTEIGA
MANT TEIXEIRA PE 200G,MANTEIGA
COMPOSTO MOD BLENDY 400G,FORMULA LACTEA
ENERG RED BULL 355ML,ENERGETICO
BEB BASE SOJA ABACAXI MUPY 1L,BEBIDA DE SOJA
BEB BASE SOJA MARACUJA MUPY 1L,BEBIDA DE SOJA
G NAPROXENO SODICO 550MG C/10 COMP NEO Q,OUTRO FARMA
REPELENTE GEL KIDS REPELEX 133ML,REPELENTE CORPORAL
MAIONESE VIGOR SC 200G,MAIONESE
BIFINHO KELDOG CARNE VEGETAIS 55G,ALIMENTO PET
PEDRA SANIT HARPIC PINHO 26G,PEDRA SANITARIA
DESOD SANIT BL LAVANDA HARPIC 26G,DESODORANTE
BISC PIT STOP MARILAN 162G,BISCOITO
BISC INT PIT STOP MARILAN 162G,BISCOITO
FORMULA INF NESTOGENO 1 800G,FORMULA LACTEA
SUCO MORANGO TONYU  200ML,SUCO PRONTO
LEVITRA 20MG C/02 COMPRIMIDOS BAYER,OUTRO FARMA
CAFE VAC CABOCLO 500G,CAFE
MALVATRICIN PRONTO P.USO C.250ML DAUDT,OUTRO FARMA
G MAL DEXCLORFENIRAMINA BETAME C20CP EMS,OUTRO FARMA
G DIP BETAMETAZONA 0.5MG CR 30G EMS,OUTRO FARMA
ISOTONICO GATORADE FRUTAS CITRICAS 500ML,ISOTONICO
ALENIA 12 400MCG C/60 CAPS. REFIL ACHE,OUTRO FARMA
G BROM IPRATROPIO SOL 0.25MG 20ML TEUTO,OUTRO FARMA
KALOBA GOTAS C/ 20ML HERBARIUM,OUTRO FARMA
G AC ACETILSALICILICO 100MG C/100 CP EMS,OUTRO FARMA
G CLONAZEPAM 2.5MG GOTAS 20ML PSICO EMS,OUTRO FARMA
VELA ESTRELAR KIREY,VELA
ABC SPRAY 30ML HERTZ,OUTRO FARMA
REFR PEPSI COLA 1.5L,REFRIGERANTE
ENX BUCAL LISTERINE COOL MINT L500P350ML,ENXAGUANTE BUCAL
G PIROXICAM 20MG C/15 CAPS NEO Q,OUTRO FARMA
DOCE LEITE COOP 400G,OUTRO DOCE
REFOGA FACIL COOP 300G,VEGETAL EM CONSERVA
LEITE CONDENSADO ITALAC TP 395G,LEITE CONDENSADO
PATE PEITO PERU SADIA BN  100G,PATE
HOT POCKET X BURGUER SADIA 145G,SANDUICHE CONGELADO
TORTA FGO C CATUPIRY SADIA 500G,OUTRO CONGELADO
PUDIM DIET CHOC OETKER 30G,PREPARO PARA PUDIM
CAMARAO 7 BARBAS IQF-C BOM PEIXE 250G,FRUTO DO MAR
SAND HAVAIANAS TRAD AZUL,CHINELO
CHIC TRIDENT MELAN TWIST 32G,GOMA DE MASCAR
PATE ATUM TRAD G COSTA 150G,PATE
G ATENOLOL 50MG C/ 30 COMP LEGRAND,OUTRO FARMA
CARDIZEM SR 90MG C/20 COMP BOEHRINGER,OUTRO FARMA
ALIM CAES PEDIGREE AD RC P FRANG SC 100,ALIMENTO PET
PRADAXA 150MG C/30 CAPSULAS BOEHRINGER,OUTRO FARMA
LAVA ROUPA LIQ TIXAN MAC YPE 1L,LAVA ROUPAS
SAL DE FRUTA ENO VD LIMAO 100G GSK,OUTRO FARMA
DESOD SPRAY ALMA FLORES JASMIM 90ML,DESODORANTE
PILHA ZINCO PAL AAA C4 RAYOVAC,PILHA
SHA PALMOLIVE A CASPA A QUEDA MEN 350ML,SHAMPOO
REFR LARANJA VIEIRA ROSSI 2L,SUCO PRONTO
VELA N5 RS KIREY,VELA
VELA N6 BC KIREY,VELA
G LEVOTIROXINA SOD 100MCG 30 COMP MERCK,OUTRO FARMA
ARROZ T1 TIO URBANO 5KG,ARROZ
PICANHA BOVINA PECA A VACUO,CARNE BOVINA
LEITE LV DESNATADO PARMALAT 1L,LEITE
LEITE FERM BATAVINHO 450G,LEITE FERMENTADO
LEITE FERM CLUB VIGOR C6 450G,LEITE FERMENTADO
LEITE A INT RICO SC 1L,LEITE
PRES S CAPA FAT SADIA,PRESUNTO
CHA ERVA DOCE OETKER 30G,CHA POR INFUSAO
ERVA DOCE KITANO 8G,OUTRO CONDIMENTO
ERVA DOCE MESTRE CUCA 30G,OUTRO CONDIMENTO
OVO VERM EXTRA TONON C20,OVO
REFR GUARANA KUAT 3L,REFRIGERANTE
ALGODAO BOLA COOP 50G,ALGODAO
CANJICA CAMPO BELO 500G,CANJICA
SAB INF SUAVE TURMA MONICA 75G,SABONETE
CERV GLACIAL PILSEN LT 350ML,CERVEJA
ENX BUCAL PLAX COLGATE ICE 250ML,ENXAGUANTE BUCAL
BISC CRACKER SUBLIME MANT PANCO 200G,BISCOITO
PRESERVATIVO OLLA ICE C3,PRESERVATIVO
PRESERVATIVO OLLA STIMULUS C3,PRESERVATIVO
PACO 500MG 30MG 12 CP PSICO EUROFARMA,OUTRO FARMA
ESC DENT JOHNSON REACH ECO MC,ESCOVA DE DENTES
SAB ALMA FLORES CHAMPAGNE 130G,SABONETE
PIZZA AGRUPADA BATIE 400G,PIZZA CONGELADA
BOSTON SIMPLUS SOLUCAO 120ML BL,OUTRO FARMA
AREIA SANIT PIPICAT CAMPESTRE KELCO 4KG,GRANULAR HIGIENICO
MIST BOLO LARANJA RENATA 400G,PREPARO PARA BOLO
SHA GRANADO BEBE ERVA DOCE 250ML,SHAMPOO
IOG INT LAR CEN MEL VIG 170G,IOGURTE
ALVEJ S CLORO VANISH WHITE RF 500ML,ALVEJANTE
VINHO SANTOME TT SV 750ML,VINHO NACIONAL
MASSA P PIZZA 2PC 400G,MASSA DE PIZZA
BRASART 160MG C/30 COMPRIMIDOS SIGMA PHA,OUTRO FARMA
REMOVEDOR CLEAN ZULU 450ML,OUTRO PRODUTO DE LIMPEZA DOMESTICA
ACAI ORIG SPLIT 1.020KG,ACAI
DRAMIN CAPSGEL 25MG C/10 CAPS HYPERA,OUTRO FARMA
G CL TRAMADOL 100MG 15ML PSICO GERMED,OUTRO FARMA
SINTOCALMY 300MG C/40 COMPRIMIDOS ACHE,OUTRO FARMA
SALSEP 360 9MG/ML SOLUCAO C/50ML LIBBS,OUTRO FARMA
EGIDE 50MG C/60 COMPRIMIDOS PSICO LIBBS,OUTRO FARMA
EGIDE 25MG C/60 COMPRIMIDOS PSICO LIBBS,OUTRO FARMA
BOLO PANFI CHOCOBOY PANCO 70G,PADARIA E CONFEITARIA INDUSTRIALIZADO
IMECAP HAIR 60 CPS  DIVCOM,OUTRO FARMA
G CARVEDILOL 12 5MG C30 COMPR MEDLEY,OUTRO FARMA
G CITR SILDENAFILA 25MG C/4 COMP EMS,OUTRO FARMA
CLAVULIN 500MG C/30 COMPRIMIDOS GSK,OUTRO FARMA
DESOD SANIT GEL ADE PATO CITRUS RF38G,DESODORANTE
G IBUPROFENO 400MG C 10 COMP NEO QUIMICA,OUTRO FARMA
POMADA CALCADO NUGGET PRETO 36G,OUTRO BAZAR E DEPARTAMENTOS
IOG PED MORG BATAVO 500G,IOGURTE
FGO PASSARINHO CONG SADIA PCT 1KG,CARNE DE AVE
DUCHA MULT BALLERINA 3T 5350W 220V HYDRA,DUCHA
SOBR LACTEA FERM SOFYL BAUN 110G,IOGURTE
BEB LACTEA MORG YODEL 210ML,BEBIDA LACTEA
BISMU JET LIQUIDO LEGRAND,OUTRO FARMA
SHA A CASPA CLEAR CONTROLE COCEIRA 400ML,SHAMPOO
LIMP AJAX LAVANDA 1L,MULTIUSO
BISC RECH CHOC NEGR ECLIPSE 140G,BISCOITO
FAR MILHO CAMPO BELO 500G,FARINHA DE MILHO
MASSA PASTEL DISCAO BATIE 500G,MASSA FRESCA
AZEITE EXT VIRG RESERVA GALLO VD 500ML,AZEITE DE OLIVA
PAO FORMA SEVEN BOYS 450G,PADARIA E CONFEITARIA INDUSTRIALIZADO
SORV JUNDIA CREME 2L,SORVETE
TOMILHO MARPA 10G,OUTRO CONDIMENTO
LOURO PO MARPA 20G,LOURO
AVEIA FL MARPA 500G,AVEIA E SEUS DERIVADOS
ADVIL 200MG C 2 COMPRIMIDOS,OUTRO FARMA
VINHO NATAL TT SV 750ML,VINHO NACIONAL
GRAN CAST FRUTAS MARPA 250G,ALIMENTO PET
PASCOATTONE FRUT CRISTAL CASA SUICA 500G,PANIFICACAO PASCOA
VASTAREL MR 35MG C/ 60 CP SERVIER,OUTRO FARMA
MOLHO TOM BOLONHESA QUERO SC 340G,MOLHO DE TOMATE
FITA PROT PES 25MMX3M NEXCARE,ESPARADRAPO
MAIONESE TARTARO KISABOR 200G,MAIONESE
MAC OVOS FETTUCCINE RENATA 500G,MACARRAO
PASCOATTONE TRUFADO CASA SUICA 500G,PANIFICACAO PASCOA
G AC MEFENAMICO 500MG C/24 COMP MEDLEY,OUTRO FARMA
PERMANGANATO DE POTASSIO 100MG 30CP ADV,OUTRO FARMA
AMEND COB PIMENTA VERME PETTIZ DORI 150G,AMENDOIM
AMEND COB CEBOLA SALSA PETTIZ DORI 150G,AMENDOIM
FEIJAO PRETO NENE 1KG,FEIJAO
OPTIVE UD SOL.OFT. C/30 FLACONETES ALLEG,OUTRO FARMA
FOSFORO PINHEIRO FIAT LUX C10,FOSFORO
PAPEL ALUM 45X4 KIKO,FOLHA DE ALUMINIO
ARROZ T1 SOLITO 5KG,ARROZ
CR RICOTA QUATA 150G,QUEIJO CREMOSO
XARELTO 20MG C28 COMPR BAYER,OUTRO FARMA
MINI BOLO LAR PULLMAN 40G,PADARIA E CONFEITARIA INDUSTRIALIZADO
CHIC TRIDENT FRESH INT 32G,GOMA DE MASCAR
MARG CREM CLAYBOM SS 500G,MARGARINA
SHA DOVE MEN PROTECAO ANTI CASPA 400ML,SHAMPOO
BISC PAO CHAPA PIT STOP MARILAN 162G,BISCOITO
TARGIFOR C/30 COMPRIMIDOS SANOFI,OUTRO FARMA
PANO M USO ESFREBOM AZUL,PANO PARA LIMPEZA
SALG LANCHINHO SORT ELMA CHIPS 101G,APERITIVO
GELEIA DIET MORG QUEENSBERRY 280G,GELEIA
GELEIA DIET FR VERM QUEENSBERRY 280G,GELEIA
G MES DOXAZOSINA 2MG C/30 COMP EUROFAR,OUTRO FARMA
IOG INT MORG BICAMADA  NESTLE 150G,IOGURTE
CHA FRUTAS BOSQUE OETKER 10G,CHA POR INFUSAO
LENCO PAPEL SOFTYS L100P75,LENCO DE PAPEL
BOLO PANFI MORG PANCO  70G,PADARIA E CONFEITARIA INDUSTRIALIZADO
POLPA FRU FR VERM MARCH 100G,POLPA DE FRUTA CONGELADA
BEB LACTEA COCO MILK MIX SC 1L,IOGURTE
BEB LACTEA FRU VERM MILK MIX SC 1L,IOGURTE
LIMP M USO YPE NATUREZA 500ML,MULTIUSO
DET LIQ YPE CLEAR 5L,DETERGENTE
FITA MICROPOR 1.2CMX4.5M CREMER,ESPARADRAPO
POLVILHO DOCE CAMPO BELO 500G,POLVILHO
AMENDOIM CRU CAMPO BELO 500G,AMENDOIM
MASSA TAPIOCA CAMPO BELO 500G,TAPIOCA
EXODUS 10MG C/60 COMPRIMIDOS PSICO ACHE,OUTRO FARMA
FERM BIOLOG SECO INST FLEISCHMA 10G L3P2,FERMENTO
ARADOIS H 50 12.5 C/90 COMPR. BIOLAB,OUTRO FARMA
