nm_item,nm_product
VINHO TT GOES TRAD SV  750ML,VINHO NACIONAL
VINHO DOM BOSCO BC SV 750ML,VINHO NACIONAL
VINHO SANGUE DE BOI TT SC 750ML,VINHO NACIONAL
VINHO COUNTRY WINE TT SC 750ML,VINHO NACIONAL
PAO FORMA LEITE PANCO 500G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BOLO FRAPPE CALIFORNIA PULLMAN 250G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BOLO CHOC PULLMAN 250G,PADARIA E CONFEITARIA INDUSTRIALIZADO
BISNAGUITO PULLMAN 300G,PADARIA E CONFEITARIA FRESCA
PAO FORMA WICKBOLD 450G,PADARIA E CONFEITARIA INDUSTRIALIZADO
PANETTONE PANDORO BAUDUCCO  500G,PANIFICACAO NATAL
CHOCOTTONE MOUSSE BAUDUCCO  500G,PANIFICACAO NATAL
PAO MEL COB PANCO 200G,OUTRO DOCE
PANETTONE  GOTAS CHOC TOMMY 400G,PANIFICACAO NATAL
ALGODAO MULTIUSO TOPZ 50G,ALGODAO
ROSQUINHA CHOC PANCO 500G,BISCOITO
BISC SALG DELICIOSO PANCO 500G,BISCOITO
BISC SEQUILHOS PANCO 500G,BISCOITO
BISC SALG PRES PIRAQUE 100G,BISCOITO
TEMP C PIM SABOR AMI 300G,TEMPERO PRONTO
TEMP  PIZZA COOP 10G,TEMPERO PRONTO
TEMP C PIM SABOR AMI 1KG,TEMPERO PRONTO
TEMP CARNE LEG ARR MAIS SABOR 60G,TEMPERO PRONTO
SABAO BARRA COCO URCA BIODE 1KG,SABONETE
MANJERICAO DESID KITANO 7G,MANJERICAO
AGUA MIN NAT PRATA 1.5L,AGUA
AGUA MIN GAS SAO LOURENCO 510ML,AGUA
AGUA TON ANTARCTICA LT 350ML,AGUA TONICA
REFR SUKITA LARANJA 600ML,REFRIGERANTE
BEB UVA VIG TURMA VIGOR 200ML,SUCO PRONTO
BEB MACA VIG TURMA VIGOR 200ML,SUCO PRONTO
ARROZ INT RARIS 7 CEREAIS 500G,ARROZ
WHISKY ESC W HORSE 8 ANOS 1L,WHISKY
AVEIA FL FINOS YOKI 500G,AVEIA E SEUS DERIVADOS
BICARB SODIO  KITANO 30G,BICARBONATO DE SODIO
CEVADA SUPER BOM 500G,CAFE
FAR MILHO AMAR M CUCA 500G,FARINHA DE MILHO
FUBA COOP 1KG,FUBA
AMIDO MILHO MAIZENA 500G,AMIDO DE MILHO
MILHARINA QUAKER 500G,FUBA
ATUM RAL G COSTA 170G,PROTEINA EM CONSERVA
ARROZ INT RARIS 1KG,ARROZ
AZEITONA VDE RECH C PIM RIVOL VD 200G,AZEITONA
DET GEL LIMPOL CRISTAL 511G,DETERGENTE
DET GEL LIMPOL ALOE VERA 511G,DETERGENTE
ALHO PEDACOS ALINUTRI 400G,ALHO PROCESSADO
MANT PRESIDENT LA MOTTE CS 250G,MANTEIGA
MANT PRESIDENT SS TE 200G,MANTEIGA
DESOD ROLL REXONA COTTON FM 50ML,DESODORANTE
DESOD ROLL REXONA S PERF FM 50ML,DESODORANTE
LOCAO HID TENTACAO PAIXAO 200ML,CREME CORPORAL
AGUA MIN GAS PRATA 510ML,AGUA
AZEITONA VDE FAT RIVOLI VD 160G,AZEITONA
PROT DIARIO TODO DIA  CAREFREE  C40,ABSORVENTE
MASSA PASTEL DISCAO MEZZANI 500G,MASSA FRESCA
LEITE A DESN FAZENDA B VISTA 1L,LEITE
COQ DUELO PES 500ML,BEBIDA MISTA
NOEX 32 MCG S.NASAL C/120 DOSES EUROFARM,OUTRO FARMA
TYLENOL SINUS C24 COMPR,OUTRO FARMA
CURATIVO TRANSP BAND AID C40,CURATIVO ADESIVO
POLARAMINE 10MG CREME 30G MANTECORP,OUTRO FARMA
FILE PEITO FGO CONG SADIA 1KG,CARNE DE AVE
G PREDNISONA 20MG C/20 COMP NEO QUIM,OUTRO FARMA
VITACID GEL 0.025MG ROSTO C/25G THERASKI,OUTRO FARMA
ATUM PED G COSTA 170G,PROTEINA EM CONSERVA
OVO VERM EXTRA COOP C20,OVO
G ALENDRONATO SODIO 70MG C/4 CAP LEGRAN,OUTRO FARMA
CHA ABACAXI HORTELA OETKER 15G,CHA POR INFUSAO
CAPELETTI CARNE MEZZANI 400G,MASSA FRESCA
TALHARIM MEZZANI 500G,MACARRAO
PRESERVATIVO  OLLA   SENSITIVE C3,PRESERVATIVO
LEITE LV SEMI DESN JUSSARA 1L,LEITE
LAVA ROUPA LIQ INF VIDA MACIA 500ML,LAVA ROUPAS
PACOCA TB ROLHA YOKI 352G,PACOCA
CANELA PO KITANO 50G,CANELA
CANELA PO M CUCA 40G,CANELA
CEBOLINHA  DESID MARPA 5G,OUTRO CONDIMENTO
COMINHO PO COOP 70G,OUTRO CONDIMENTO
COMINHO PO KITANO 60G,OUTRO CONDIMENTO
AMAC INF VIDA MACIA GLIC CAMOMILA 1L,AMACIANTE
AMAC BABY SOFT TRAD TOQ CARINHO 2L,AMACIANTE
AMAC YPE ACONCHEGO 2L,AMACIANTE
PURIF SPRAY BOM AR CLICK CH TALCO RF12ML,AROMATIZADOR
LUSTRA MOV POLIFLOR JASM 200ML,LUSTRA MOVEIS
LUSTRA MOV PEROBA ROSA 200ML,LUSTRA MOVEIS
LIMP VIDRO VEJA VIDREX ALCOOL SQ 500ML,LIMPA VIDROS
OLEO SOJA SOYA 900ML,OLEO VEGETAL
LIMP M USO VEJA FLORAL 500ML,MULTIUSO
LIMP COZ DESENG VEJA LARANJA PULV 500ML,DESENGORDURANTE
SALG DORITOS QJO NACHO E CHIPS 55G,APERITIVO
CANJICA M CUCA 500G,CANJICA
SALG CAMARAO EBICEN 60G,APERITIVO
ACUCAR MAGRO LOWCUCAR 500G,ACUCAR
ACUCAR ORG DEMERARA NATIVE 1KG,ACUCAR
OVO CAIPIRA GDE LABEL ROUGE C/10,OVO
OVO  VERM MEDIO PVC TONON C12,OVO
GELEIA MORG OLE 230G,GELEIA
GELEIA PESSEGO OLE 230G,GELEIA
GELEIA MORG SENNINHA 230G,GELEIA
GOIABADA LISA PREDILECTA KG,GOIABADA
GOIABADA CASCAO PREDILECTA KG,GOIABADA
DOCE LEITE CAMBUI PT 200G,OUTRO DOCE
CORDA VARAL COOP 3 10M,CORDA DE VARAL
CAFE ALM EX FORTE BRASILEIRO 500G,CAFE
FORMULA INF NESTOGENO 2 400G,FORMULA LACTEA
ESC DENT JOHNSON ACESS L2P1,ESCOVA DE DENTES
PAPEL HIG FD ELITE DUALETTE C4 30M,PAPEL HIGIENICO
GEL FIXADOR CRYSAL PT INCOLOR 250G,MODELADOR PARA CABELO
REQ CREM BISN TIROLEZ 400G,REQUEIJAO
CREME AVELA NUTELLA 350G,CREME DE AVELA
CATUABA RANDON 900ML,BEBIDA MISTA
HASTE FLEX JOHNSONS PT C150,HASTE FLEXIVEL
NORIPURUM C/30 COMPRIMIDOS TAKEDA,OUTRO FARMA
REFR COCA COLA ZERO 2.5L,REFRIGERANTE
COLA TENAZ LAVAVEL 35G,COLA
MANJERONA M CUCA 5G,MANJERICAO
QUEROSENE APACHE 1L,OUTRO PRODUTO DE LIMPEZA DOMESTICA
MOLHO PIM CALABRESA CEPERA 150ML,MOLHO DE PIMENTA
MOLHO ALHO KITANO 150ML,OUTRO MOLHO
MOLHO SHOYU PREMIUM SAKURA 150ML,MOLHO SHOYU
DESINF PERF PINHO BRIL CAMPOS 500ML,DESINFETANTE
DESINF PERF KALIPTO LAVANDA 750ML,DESINFETANTE
DESINF PERF YPE TRADICAO 500ML,DESINFETANTE
CHIC TRIDENT T FRUTI 32G,GOMA DE MASCAR
CHIC TRIDENT MENTA 32G,GOMA DE MASCAR
BALA FRUTOS STICK MENTOS C3 112.5G,BALA
GOMETS DORI 200G,BALA
PIPOCA DOCE MAGITLEC 60G,PIPOCA PRONTA
ADOCANTE PO CULIN LOWCUCAR 400G,ADOCANTE
SUCO SOJA MARACUJA 200ML,BEBIDA DE SOJA
LOMBO SUINO CONGEL SADIA,CARNE SUINA
MORT SADILAR SADIA 1KG,MORTADELA
BISC BISCROK PEDIGREE JR 300G,BISCOITO
SABAO BARRA YPE GLIC ALOE VERA 1KG,SABAO EM PEDRA
PROT SOL FACIAL LOREAL EXP FPS30,PROTETOR SOLAR
DET LIQ MINUANO MARINE 500ML,DETERGENTE
ALHO PASTA COOP 400G,ALHO PROCESSADO
ALHO PASTA COOP 200G,ALHO PROCESSADO
ALIVIUM 100MG 20ML GOTAS MANTECORP,OUTRO FARMA
OVO BCO EXTRA OVO BOM C/20,OVO
OVO BCO MEDIO POLPA OVO BOM C/12,OVO
OVO BCO EXTRA POLPA OVO BOM C/12,OVO
VODKA ASKOV ICE 275ML,BEBIDA MISTA
FIBER MAIS 10 SACHES NESTLE,DEMAIS FUNCIONAIS E RESTRITIVOS
SORV JUNDIA FLOCOS 2L,SORVETE
CAFE ALM EX FORTE MOKA 500G,CAFE
LEITE COCO BOM COCO 200ML,LEITE DE COCO
CHOC PRESTIGIO NESTLE 33G,CHOCOLATE
CERV BRAHMA CHOPP LT 473ML,CERVEJA
PANTOGAR C/30 COMPRIMIDOS BIOLAB,OUTRO FARMA
LEVOID 25MG C/30 COMPRIMIDOS ACHE,OUTRO FARMA
LEVOID 125MG C/30 COMPRIMIDOS ACHE,OUTRO FARMA
G MESALAZINA 800MG C/30 COMP EMS,OUTRO FARMA
MUSCULARE 5MG C/30 COMPRIMIDOS EUROFARM,OUTRO FARMA
AGUARD CANINHA PEDRA 90 500ML,CACHACA
ACCU CHEK ACTIVE KIT APARELHO,OUTRO FARMA
FEIJAO CARIOCA TEMP COZIDO CAMIL TP 380G,FEIJAO
HIPOGLOS AMENDOAS POMADA C/40GR JOHNSON,CREME PARA ASSADURA
COB CHOC SENINHA 200G,COBERTURA PRONTA
ESSENCIA BAUNILHA CEPERA 30ML,AROMATIZADOR
AZEITE PORT EXT VIRG GALLO VD 250ML,AZEITE DE OLIVA
BALA GEL MINHOCA CITRICA FINI 100G,BALA
PATE ATUM TRAD COQUEIRO 170G,PATE
G MAL DEXCLORFENIRAMINA 2MG C/20 CP EMS,OUTRO FARMA
SHA PALMOLIVE NATURALS MAC PROLONG 350ML,SHAMPOO
MAC OVOS SPAGHETI N9 RENATA 500G,MACARRAO
G RIFAMICINA 10MG/ML 20ML SPRAY EMS,OUTRO FARMA
BACLOFEN CPR 10MG CX 20 TEUTO,OUTRO FARMA
ZYXEM C/10 COMPRIMIDOS ABBOTT,OUTRO FARMA
MIST BOLO CHOC OETKER 450G,PREPARO PARA BOLO
SALSICHA H DOG SADIA 500G,SALSICHA
FEIJAO PRETO FANTASTICO T1 1KG,FEIJAO
MAIONESE LIZA 500G,MAIONESE
FILE SARD OLEO G COSTA 125G,PROTEINA EM CONSERVA
LUBRIFICANTE OLLAGEL ICE 50G,OUTRO FARMA
CR PENT SEDA LISO PERFEITO 300ML,CREME PARA PENTEAR
SIDRA CERESER 660ML,SIDRA
CREAM CHEESE LIGHT DANUBIO 150G,QUEIJO CREMOSO
QJO MINAS FRES  QUATA,QUEIJO
QJO CHEDDAR FAT POLENGHI 144G,QUEIJO
QJO PRATO FAT POLENGHI,QUEIJO
QJO PROV FRAC QUATA,QUEIJO
QJO GORG  QUATA,QUEIJO
BISC RECH CHOC DIET DOCE VIDA 120G,BISCOITO
REQ CATUPIRY BN 250G,REQUEIJAO
REQ CREM ITAMBE CP 220G,REQUEIJAO
BISC POLVILHO DOCE CASSINI 100G,BISCOITO
CR CHEESE SOFT POLENGHI 150G,CREME DENTAL
LENTILHA COOP 500G,LENTILHA
LENTILHA MARPA 500G,LENTILHA
MILHO PIPOCA IMP MARPA 500G,MILHO PARA PIPOCA
MILHO PIPOCA COOP 500G,MILHO PARA PIPOCA
CREME LEITE ITAMBE LT 300G,CREME DE LEITE
CREME LEITE PAULISTA TP 200G,CREME DE LEITE
PIPOCA MO MANT YOKI 100G,PIPOCA PARA MICROONDAS
G FUROATO MOMETASONA CREME 20G EMS,OUTRO FARMA
BEB BASE SOJA MACA MUPY 1L,BEBIDA DE SOJA
DESINF PERF MINUANO EUCALIPTO 500ML,DESINFETANTE
DESINF PINHO SOL ORIGINAL 500ML,DESINFETANTE
PAPRICA  DOCE COOP 50G,OUTRO CONDIMENTO
PIM REINO PO PRETA KITANO 50G,OUTRO CONDIMENTO
MOLHO SHOYU TRAD SAKURA 150ML,MOLHO SHOYU
LA ACO MINI BOMBRIL C12,PALHA DE ACO
SALSA DESID COOP 10G,OUTRO CONDIMENTO
TEMP COMP S PIM ARISCO 300G,TEMPERO PRONTO
TEMP CARNES LEG ARROZ SAZON 60G,TEMPERO PRONTO
TEMP LEG VERD ARROZ SAZON 60G,TEMPERO PRONTO
ESPONJA M USO LIMPPANO ANTIADER C3,ESPONJA
ESPONJA M USO ZAPT C2,ESPONJA
AMAC CARNES MAGGI 120G,AMACIANTE
VINAG ARROZ TOSCANO 750ML,VINAGRE
VINAG ALCOOL LIMAO CASTELO 750ML,VINAGRE
TEMP ARROZ BRANCO SAZON 60G,TEMPERO PRONTO
TEMP CASEIRO EX FORTE MARPA 300G,TEMPERO PRONTO
AGUA SANITARIA SUPER CANDIDA 1L,AGUA SANITARIA
AGUA SANITARIA CANDURA 2L,AGUA SANITARIA
INSET ISCA RAID MATA BARATA EXTER 15.6G,INSETICIDA
SACO LIXO PRETO KISACO RES C10 50L,SACO DE LIXO
SACO LIXO PRETO KISACO RES C5 100L,SACO DE LIXO
POMADA CALCADO NUGGET MARRON 36G,OUTRO BAZAR E DEPARTAMENTOS
FEIJAO PRETO PANTERA T1 1KG,FEIJAO
PROTETOR P FOGAO C12 PRATSY,PROTETOR DE FOGAO
FLAN BAUN C CALDA CARAM VIGOR 220G,SOBREMESA PRONTA RESFRIADA
FEIJAO RAJADO CAMIL 500G,FEIJAO
BEB LACTEA MORG COOPER 1L,BEBIDA LACTEA
FILE FGO PARMEG T SAB SADIA 500G,OUTRO CONGELADO
ALLEGRA PEDIATRICO  C/150ML SANOFI,OUTRO FARMA
SAB SENADOR SEDUCTION 130G,SABONETE
VINHO URU SOLAR D PAS TANNAT TT 750ML,VINHO IMPORTADO
SEDAVAN INFANTIL 3.0MG XP FR 100ML DIVCO,OUTRO FARMA
DECONGEX PLUS 12 15MG C4 COMPR. ACHE,OUTRO FARMA
PILHA ALCALINA AAA C2 RAYOVAC,PILHA
FEIJAO PRETO SOROCABA T1 1KG,FEIJAO
HAMB MISTO PERDIGAO 672G,HAMBURGUER CONGELADO
HAMB FGO SADIA 672G,HAMBURGUER CONGELADO
SORV TRAD COCO COOP 2L,SORVETE
LING CALAB SEARA,LINGUICA
CARGA MACH3 GILLETTE C2,APARELHO DE BARBEAR E DEPILATORIO
LUVA LIMPPANO LATEX DESC M C10,LUVAS DE BORRACHA
CHA CAMOMILA COOP SL 10G,CHA POR INFUSAO
SALMAO INT ESVIC C/ CABECA B PEIXE,PEIXE
ALECRIM MESTRE CUCA 6G,ALECRIM
CONTRA FILE PORCIONADO,CARNE BOVINA
ERVA DOCE COOP 45G,OUTRO CONDIMENTO
OVO BCO EXTRA TONON C20,OVO
EPITEGEL 50MG/G GEL OFTALMICO 10G BL,OUTRO FARMA
OLEO GIRASSOL MAZOLA 900ML,OLEO VEGETAL
MINI PAO FRANCES B BREAD 300G,PADARIA E CONFEITARIA INDUSTRIALIZADO
TEMP E SABOR CARNE MAGGI 50G,TEMPERO PRONTO
MIOSAN 10MG C/10 COMPRIMIDOS APSEN,OUTRO FARMA
GLIFAGE XR 500MG C/30 COMPRIMIDOS MERCK,OUTRO FARMA
FUBA CAMPO BELO 500G,FUBA
FAROFA TEMP CAMPO BELO 500G,FAROFA PRONTA
PEPSAMAR C/10 COMPR.  HOSP SANOFI,OUTRO FARMA
ALVEJ S CLORO LIQ VANISH RF 500ML,ALVEJANTE
ESPARADRAPO IMPER 1.2CM X4.5M CREMER,ESPARADRAPO
ALIM GATO WHISKAS CASTRADOS CARNE 1KG,ALIMENTO PET
SINTOCALMY 300MG C/20 COMPRIMIDOS ACHE,OUTRO FARMA
CERV BAVARIA PILSEN LT 473ML,CERVEJA
COQ DUELO COCO 500ML,BEBIDA MISTA
CREME DE LEITE LIDER TP 200G,CREME DE LEITE
FILTRO PAPEL 102 3 CORACOES C30,COADOR
PAPEL HIG FD ELITE DUALETTE L16P15 30M,PAPEL HIGIENICO
SAB GLIC ANN BOW JASMIN 90G,SABONETE
CR DENT COLGATE BRANQ PRO ALIVIO 50G,CREME DENTAL
SUPLE ALIM HILINE YAKULT 100ML,SUPLEMENTO ALIMENTAR
ADOCANTE PO SUCRAL LINEA 40G,ADOCANTE
FOSFORO GABOARDI C10,FOSFORO
MIOFLEX A C/12 COMPRIMIDOS FARMASA,OUTRO FARMA
AD-MUC POMADA C/10GR BIOLAB,OUTRO FARMA
ABS SEMPRE LIVRE COB SUAVE ADAPT SA C8,ABSORVENTE
CIMEGRIPE C20 CAPSULAS CIMED,OUTRO FARMA
DESOD ROLL GIO BABY ROSA 50ML,DESODORANTE
DESOD ROLL GIO BABY BLUE 50ML,DESODORANTE
G FLUCONAZOL 150MG C/2 CAPS EMS,OUTRO FARMA
ISOTONICO GATORADE TANGERINA 500ML,ISOTONICO
ECOFILM COLIRIO 5ML LATINOFARMA,OUTRO FARMA
GYNOPAC C/02 COMPR 07APLICADORES. FARMOQ,OUTRO FARMA
CHOC MMS MINI 30G,CHOCOLATE
ALHO TRITURADO COOP 1KG,ALHO PROCESSADO
LA ACO COOP C8,PALHA DE ACO
CR DENT SENSODYNE PRO-ESMALTE 50G,CREME DENTAL
AGUA MIN NAT MINALBA 2.5L,AGUA
EUTHYROX 88MG C/50 COMPRIMIDOS MERCK,OUTRO FARMA
EUTHYROX 112MG C/50 COMPRIMIDOS MERCK,OUTRO FARMA
POLPA FRU ABAC HORT EVA 100G,POLPA DE FRUTA CONGELADA
MINI PIZZA BATIE 400G,OUTRO CONGELADO
LIMP BANH PATO ELIM POWER 500ML,MULTIUSO
TO PAPEL BOB C120 FOLHAS,PAPEL TOALHA
GELATINA INCOLOR S SABOR ROYAL 24G,GELATINA
BISC MAIZENA TRIUNFO 375G,BISCOITO
GABANEURIN 300MG C/30 CAPSULAS PSICO SIG,OUTRO FARMA
ENERGIL 200MG GOTAS C/20ML SIGMA PHARMA,OUTRO FARMA
ALIM INF BAN AVEIA NESTLE 120G,ALIMENTO PRONTO DE BEBE
ALIM INF CAR LEG NESTLE 115G,ALIMENTO PRONTO DE BEBE
MAC INST PICANHA NISSIN LAMEN 85G,MACARRAO
VINAG ARROZ  CASTELO  750ML,VINAGRE
VINAG VINHO  TT CLASSICO CASTELO  750ML,VINAGRE
PIPOCA MO BACON CAMPO BELO 100G,PIPOCA PARA MICROONDAS
XAROPE DE GUACO S/ACUCAR C/120ML HERBARI,OUTRO FARMA
CIZAX 5MG C/10 COMPRIMIDOS MANTECORP,OUTRO FARMA
CAFE VAC EXT FORTE 3 CORACOES 250G,CAFE
COCO RAL FLOC DO VALE 100G,DERIVADOS DO COCO SECO
BEPANTOL DERMA SOL HID CORP 50ML,OUTRO FARMA
BEPANTOL DERMA CR HID 20G,OUTRO FARMA
MIST BOLO CANECA CHOC OETKER 70G,PREPARO PARA BOLO
LASANHA 4 QJOS MASSA LEVE 570G,LASANHA CONGELADA
IOG NAT TRAD NESTLE  170G,IOGURTE
LENCO PAPEL SOFTYS C100,LENCO DE PAPEL
G ATORVASTATINA CALCICA 20MG C30CP EMS,OUTRO FARMA
SAB ALMA FLORES 130G,SABONETE
MAC CAS TALHARIM 1 RENATA 500G,MACARRAO
SAND CLASSICA HAPPY 25279,CHINELO
FRALDA BABYSEC ULTRA XG C12,FRALDA
LOCAO HID FRUTAS VERMELHAS MONANGE 200ML,CREME CORPORAL
DESOD AERO TRES MARCHAND CLASSIC 150ML,DESODORANTE
DESOD SANIT CX ACOP PATO LIQ MARIN 40G,DESODORANTE
CAFE SOL DESCAF NESCAFE SC 50G,CAFE
DESOD SPRAY ALMA FLORES 90ML,DESODORANTE
LOCAO HID NIVEA SOFT 98G,CREME CORPORAL
LOCAO HID FLOR  LAVANDA MONANGE 200ML,CREME CORPORAL
PROT SOL SUNDOWN FPS50 200ML,PROTETOR SOLAR
TALCO PO TENYS PE BARUEL ORIG 100G,TALCO
BEB LACTEA UVA VDE YODEL 210ML,BEBIDA LACTEA
LEITE LV SEMI DESN PARMALAT 1L,LEITE
CHOC PO 2 FRADES NESTLE 200G,CHOCOLATE EM PO
GRAO BICO M CUCA 500G,GRAO DE BICO
SINVASCOR 20MG C/30 COMPRIMIDOS BALDACCI,OUTRO FARMA
GRAO BICO COOP 500G,GRAO DE BICO
COGUMELO INT DIZA SC 100G,COGUMELO
BUSCOFEM 400MG C/2 CP HOSP BOEHRINGER,OUTRO FARMA
VELA N1 AZ KIREY,VELA
VELA N4 RS KIREY,VELA
VELA N6 RS KIREY,VELA
VELA N8 RS KIREY,VELA
G LEVOTIROXINA SOD 125MCG C30COMP MERCK,OUTRO FARMA
PAXIL CR 25 MG C/30 CP PSICO GSK,OUTRO FARMA
FEIJAO FRADINHO CAMPO BELO 500G,FEIJAO
BISC CRACKER MANT ZABET 400G,BISCOITO
LAVA ROUPA LIQ INF OLA BEBE 1L,LAVA ROUPAS
ETNA C/ 50 CAPSULAS GROSS,OUTRO FARMA
PASTILHA MORG FERRERO TIC TAC 16G,BALA
PRE LAVAGEM RESOLV VANISH WHITE 450ML,LAVA ROUPAS
SHA TRESEMME HIDRATACAO PROFUNDA 400ML,SHAMPOO
SHA CLEAR A CASPA 2X1 L DIA 400ML,SHAMPOO
MOLHO SHOYU CAMPO BELO 150G,MOLHO SHOYU
MOLHO PIM CALABRESA CAMPO BELO 140ML,MOLHO DE PIMENTA
GELATINA ZERO UVA ROYAL 12G,GELATINA
SABAO BARRA YPE GLIC 200G,SABAO EM PEDRA
PIM CALABRESA MARPA 20G,OUTRO CONDIMENTO
ALECRIM MARPA 10G,ALECRIM
LIXA UNHAS TRAD BLISTER C/6 RAFAINI,LIXA
JANUMET 50/850MG C.56 COMPRIMIDOS MSD,OUTRO FARMA
ZART 50MG C/30 COMPRIMIDOS EUROFARMA,OUTRO FARMA
CR DENT COLGATE T ACAO 180G,CREME DENTAL
CAP CAFE MACCHIATO DOLCE GUSTO 194G C16,CAFE
LEITE LV DESNATADO TIROL 1L,LEITE
FILE MERLUZA S PELE B PEIXE 1KG,PEIXE
PLENIGELL COLIRIO 5ML LATINOFARMA,OUTRO FARMA
MIST CAPPUC CLAS 3 CORACOES 400G,CAFE
ARROZ PARBOILIZADO T1 PRATO FINO 5KG,ARROZ
ARROZ INT TIO JOAO 1KG,ARROZ
LEITE CONDENSADO MOCA TP 395G,LEITE CONDENSADO
LUVA ESFREBOM MULTIUSO BETTANIN M,LUVAS DE BORRACHA
LUVA ESFREBOM MULTIUSO BETTANIN G,LUVAS DE BORRACHA
LOCAO HID LAVANDA MONANGE 400ML,CREME CORPORAL
BISC COOKIE BAUN TODDY 60G,BISCOITO
BISC COOKIE BAUN TODDY 150G,BISCOITO
LA ACO LIMPPANO C8,PALHA DE ACO
ENERG DRINK TNT 269ML,ENERGETICO
FORMULA INF APTAMIL AR 400G,FORMULA LACTEA
CAFE DESCAF 3CORACOES RF 50G,CAFE
CURATIVO BEGE C10 CREMER,CURATIVO ADESIVO
BOLSA TERMICA TERMOGEL 700ML,BOLSA TERMICA
LOCAO HID SOFT MILK NIVEA 200ML,CREME CORPORAL
ARROZ T1 EMPORIO SAO JOAO 5KG,ARROZ
LEITE LV ZERO LACTOSE JUSSARA 1L,LEITE
CHOC TALENTO MINI NUTS AVELA GAROTO 25G,CHOCOLATE
GALVUS MET 50 850 MG C/56 COMPR FQM,OUTRO FARMA
REFR SCHWEPPES CITRUS 1.5L,REFRIGERANTE
GRAN CASEIRA S ACUCAR MAE TERR 250G,CEREAL MATINAL
MOLHO TOM PIZZA POMAROLA SC 300G,MOLHO DE TOMATE
DRAMIN B6 GOTAS C/30ML HYPERA,OUTRO FARMA
ZYPRED SOLUCAO OFTALMICA 0.3  C/6ML ALLE,OUTRO FARMA
REFR FANTA LAR 3L,REFRIGERANTE
BANANINHA PARAIBUNA 36G,BANANADA
BOLINHO LIGHT RECH CHOC SUAVIPAN 40G,PADARIA E CONFEITARIA INDUSTRIALIZADO
G IBUPROFENO 100MG GOTA 20ML MEDLEY,OUTRO FARMA
G ACET TRIANCINOLONA 1MG POM 10G EMS,OUTRO FARMA
GARFO REFEICAO EX FORTE BC KIREY C25,TALHER DESCARTAVEL
VENAFLON 450MG 50MG C30 COMPRIMIDOS,OUTRO FARMA
BEB LACTEA UHT ALPINO NESTLE 280ML,BEBIDA LACTEA
FETTUCINE MOLHO BOLONHESA PERDIGAO 350G,OUTRO CONGELADO
PENNE POMODORO MANJ PERDIGAO 350G,OUTRO CONGELADO
CR DENT COLGATE TOT 12 PROF WHITEN 70G,CREME DENTAL
ALLESTRA 0.075 0.020MG C/63 CP ACHE,OUTRO FARMA
FORMULA INF APTAMIL 1 800G,FORMULA LACTEA
BATERIA APAR AUDIT P312 POWERONE,BATERIA
GINKOBA 120MG C/30 COMPRIMIDOS NIKKHO,OUTRO FARMA
VINAG ALCOOL ALHO CASTELO 750M,VINAGRE
ARROZ INT UNCLE BENS 1KG,ARROZ
CR DENT UVA TANDY 50G,CREME DENTAL INFANTIL
COLOR BIOCOLOR HOMEM CASTANHO MEDIO,TINTURA E DESCOLORANTE
PRESERV SENSITIVE JONTEX C6,PRESERVATIVO
ADINOS 0.5MG GEL-CREME C30GR ACHE,OUTRO FARMA
LIXA UNHAS MINI TRAD RAFAINI C20,LIXA
COB CREM SABOR REQ BISN ROSELI 400G,COBERTURA PRONTA
STREPSILS 8.75 MG C/8 PAST RECKIT,OUTRO FARMA
ESCONDIDINHO FGO DES PURE BAT SADIA 600G,OUTRO CONGELADO
QUETROS 100MG C30 CP PSICO ACHE,OUTRO FARMA
QUETROS 25MG C30 CP PSICO ACHE,OUTRO FARMA
CATAFLAM ARTRITES EMULGEL 150G,OUTRO FARMA
VALDA DIET PAST SACHE 12G,PASTILHA PARA PISO
LAVA ROUPA LIQ BRILHANTE 3L,LAVA ROUPAS
INSET LIQ BAYGON AC TOT 360ML,INSETICIDA
PURIF GLADE TQ FRESCOR RF12M 1 50  DES,AROMATIZADOR
SNACK CROC P PERU PULLMAN 40G,APERITIVO
BISC RECH NEGR NESTLE 140G,BISCOITO
DESOD AERO GIO BABY BLUE 150ML,DESODORANTE
SIDRA CERESER FR VERM 660ML,SIDRA
CHOC CHARGE NESTLE 40G,CHOCOLATE
BEB LACTEA MORG MILK MIX 900G,IOGURTE
BEB LACTEA AMEIXA MILK MIX 900G,BEBIDA LACTEA
CEREAL BARRA BAN CHOC ZERO TRIO C 60G,BARRA ALIMENTAR
IOG GREGO TRAD VIGOR 100G,IOGURTE
LASANHA FGO SEARA 600G,LASANHA CONGELADA
AMEND COB MEL YOKI 150G,AMENDOIM
TRAUMEEL S POMADA 50G HEEL,OUTRO FARMA
SIDRA CERESER S ALC MORANGO 660ML,SIDRA
PAO INT QUINOA PANCO 380G,PADARIA E CONFEITARIA INDUSTRIALIZADO
CERV BLACK PRINCESS GOLD LN 355ML,CERVEJA
AGUA MIN NAT CRYSTAL 1.5L,AGUA
AGUA MIN NAT CRYSTAL 500ML,AGUA
AGUA MIN GAS CRYSTAL 500ML,AGUA
GIN ROCKS 1L,GIN
SALG ORG CEBOLOKO MAE TERRA 45G,APERITIVO
AGUA MIN NAT PERSONALITE ACQUISSIMA 510M,AGUA
ULTRAPROCT LDO CREME C/30G MOKSHA8,OUTRO FARMA
